movie_id,genre_id
26038,80
26038,18
43443,18
43443,36
5156,18
13757,16
13757,10402
13757,10751
27883,18
111650,18
1092,53
1092,9648
29885,35
29885,10749
31516,10402
31516,35
31516,10749
25431,35
25431,18
25431,10749
62727,18
43397,18
43397,10749
43397,53
17218,18
17218,80
43436,10749
43436,18
43436,10751
39314,12
39314,14
39314,18
39314,28
47308,53
20530,18
45578,10749
45578,18
45578,9648
11898,35
11898,80
24650,18
24650,10749
28571,18
28571,10749
28571,36
23567,35
23567,10749
23567,10752
13465,27
13465,14
13465,16
13465,10751
4175,18
4175,36
25430,18
206145,28
206145,12
206145,14
4595,35
124994,18
124994,10749
705,18
599,18
11224,10751
11224,14
11224,16
11224,10749
548,80
548,18
548,9648
43390,10402
43390,10749
16958,80
16958,18
11787,35
11787,14
4558,10749
4558,14
4558,18
24481,35
24481,10749
43391,53
43391,878
17057,18
17057,10749
17057,9648
17057,80
80636,10752
80636,18
80636,36
28433,18
28433,80
28433,53
18995,9648
18995,53
18995,80
1978,53
32690,18
15390,18
43394,18
119325,28
119325,12
29381,80
29381,18
25364,18
845,80
845,53
12092,16
12092,10751
12092,14
12092,12
488,10749
488,12
828,878
828,53
702,18
702,53
17820,10402
17820,10749
17820,18
43376,18
2769,10402
2769,10749
2769,35
50247,18
10785,18
10785,27
10785,878
43372,35
43372,18
173797,18
11620,18
11620,36
11620,10749
29835,53
29835,18
29835,80
101557,12
101557,18
101557,37
24774,18
24774,10749
103937,18
76088,28
76088,12
872,35
872,10749
80596,18
43367,12
43367,37
43367,10749
43363,35
43363,10402
43363,10749
288,37
288,53
3109,10749
3109,35
3109,18
24003,18
24003,10749
5000,18
5000,10752
28971,10749
28971,18
28971,10402
4460,12
4460,10749
4460,18
3782,18
32499,18
32499,10749
41464,18
27191,18
27191,10749
73551,28
73551,12
197361,18
27884,28
27884,12
18019,18
18019,36
10693,16
10693,10751
10693,12
10693,14
204,18
204,53
204,12
804,10749
804,35
804,18
25009,12
25009,18
25009,10749
18148,18
29376,10402
29376,35
29376,10749
632,35
632,18
632,10752
8974,878
8974,28
14117,35
14117,10402
14117,10749
14117,37
759,35
759,10749
16914,18
16914,36
16914,10752
44140,18
44140,10402
44140,10749
40165,18
40165,10749
3110,18
3110,37
23125,27
23125,878
11426,10752
11426,10749
11426,18
41462,53
41462,80
30159,18
30159,53
30159,80
14580,80
14580,53
10297,35
10297,10749
10165,18
10165,10752
10165,53
25955,53
25955,80
778,35
14696,14
14696,18
14696,9648
47735,18
47735,10749
24018,18
28696,18
35073,18
35073,27
35073,878
37198,12
37198,53
37198,18
33743,10751
33743,14
33743,10402
19483,878
19483,27
27030,18
27030,10749
18573,27
18573,80
73553,28
73553,12
80316,35
80316,10749
27430,80
27430,53
16563,35
16563,18
16563,37
13368,35
13368,10402
13368,10749
26596,37
26596,18
26596,10749
654,80
654,18
654,10749
173,12
173,878
173,10751
567,53
567,9648
11071,878
11071,27
6620,35
6620,10749
6620,18
16410,35
16410,18
55859,28
55859,35
521,53
521,80
346,28
346,18
3111,18
3111,10402
3111,10749
43336,18
2748,18
2748,10749
17729,18
17729,10402
17729,10749
41503,18
41503,10749
36871,18
10973,12
10973,27
10973,878
56290,18
56290,10752
23620,18
23620,36
1678,53
1678,27
1678,878
11848,16
11848,18
45993,10749
45993,18
101028,18
43294,35
51044,18
51044,10749
58007,35
23020,80
23020,53
10178,18
10178,10752
381,9648
381,10749
381,53
3112,80
3112,18
3112,53
10340,10751
10340,16
10340,10749
33218,10402
33218,10749
11700,35
11700,10749
5506,35
5506,80
4825,35
4825,80
4825,10749
827,27
827,53
827,9648
13210,18
13210,28
13210,36
13210,53
13210,10752
221,18
20174,28
20174,80
20174,18
22342,18
22342,80
934,80
934,53
934,18
5996,35
5996,80
36489,27
36489,878
9077,878
9077,27
15919,18
15919,10749
13936,37
13936,10402
13936,10749
10653,35
10653,10749
50363,18
50363,10749
10056,53
10056,80
10056,18
5801,18
1679,878
1679,27
831,878
831,12
831,27
139799,10402
139799,14
139799,10749
139799,35
60966,10402
60966,35
52857,18
11219,35
11219,9648
138357,18
138357,12
66436,35
66436,10749
76117,18
76117,10749
3114,37
123354,18
42196,53
42196,18
42196,27
16520,10402
16520,10749
16520,36
40953,35
22527,80
22527,18
830,878
830,12
187790,37
187790,10749
11549,878
11549,27
11549,53
11839,10402
11839,12
11839,35
11706,10752
11706,10749
11706,18
11706,36
26036,18
6844,18
6844,36
8420,18
8420,10749
2897,12
2897,35
2897,10751
2897,14
2897,10749
60525,18
60525,10749
48385,80
48385,27
48385,878
24010,35
24010,18
24010,10749
247,80
247,53
897,18
15244,18
15244,53
19742,27
19742,878
43791,53
43791,10752
43791,18
43791,36
11424,10402
11424,35
11424,10749
104607,18
574,53
574,9648
46493,18
94407,80
94407,18
94407,9648
94407,53
170412,80
170412,18
458,18
458,35
458,10749
56068,35
10626,35
10626,18
49701,35
49701,18
389,18
83354,37
24203,35
24203,10749
38360,18
38360,10749
38360,10752
31682,878
31682,27
975,10752
975,18
975,36
22660,12
22660,18
22660,10751
22660,37
28285,18
13320,10402
13320,35
13320,10749
19426,18
29933,10752
29933,18
15876,10752
490,14
490,18
25103,14
25103,27
25103,9648
976,18
56188,18
56188,12
56188,10749
37103,12
37103,10752
37103,18
614,18
40885,18
40885,10749
43240,35
43240,10749
826,18
826,36
826,10752
24012,35
24012,10749
8356,18
8356,10749
272805,18
21849,18
85853,18
37257,18
37257,9648
37257,80
43226,878
43226,28
43226,18
43226,53
43226,10752
52367,35
52367,10749
14837,37
3777,18
3777,36
260640,37
260640,36
260640,18
120303,27
37373,18
37373,10749
43230,878
216356,35
426,9648
426,10749
426,53
4955,18
19759,12
19759,878
42661,12
42661,36
42661,28
18784,18
18784,10752
43137,35
43137,10749
11815,878
11815,27
11815,18
70864,878
70864,28
11868,27
43144,12
43144,35
43144,14
34078,53
34078,27
427,35
1480,80
1480,53
1480,9648
17281,35
17281,10749
11414,80
11414,18
16347,35
16347,18
43136,18
43136,10749
17352,10402
17352,10749
17352,10752
22874,35
22874,10749
34084,9648
34084,53
34084,27
37451,10752
37451,18
261,18
66966,10749
66966,18
66966,80
52639,27
52639,878
1059,18
1059,28
1059,12
27179,27
27179,878
60899,18
28577,18
28577,80
147,18
10882,14
10882,16
10882,10749
10882,10751
665,36
665,18
665,12
665,28
11571,12
11571,14
11571,10751
27029,18
18887,12
18887,10751
18887,14
18887,10749
239,35
239,10749
239,80
34148,18
34148,10749
213,53
213,12
14698,53
14698,18
14698,9648
34077,27
34077,878
89688,99
26857,27
26857,878
66965,18
66965,80
66965,9648
66965,35
28276,35
28276,10751
28276,18
55823,35
55823,10752
55823,18
53050,35
53050,27
22642,35
22642,27
93,80
93,18
93,9648
15856,27
15856,9648
27545,878
27545,27
35813,27
35813,9648
35813,53
35813,80
43096,35
43096,10749
62472,878
896,18
301,37
4952,35
4952,10749
4928,18
4928,878
4928,10749
10513,878
10513,27
32623,27
1566,18
1566,36
1566,10752
43049,35
43049,18
43049,10749
31417,18
31417,27
31417,53
269,18
269,80
966,37
966,28
966,12
967,36
967,10752
967,18
967,12
1908,18
284,35
284,18
284,10749
539,27
539,53
539,9648
1941,18
1941,10752
24014,35
24014,10749
21967,18
31392,27
8422,18
8422,10749
27632,27
36878,14
36878,18
50173,27
50173,18
39890,9648
39890,27
2546,35
2546,14
44023,35
61711,18
61711,10749
43042,18
43042,36
11656,18
11656,36
82311,18
82311,10749
439,35
439,18
24167,18
24167,10752
11167,53
11167,27
11167,18
29259,18
29259,53
29259,80
23220,27
1818,18
1818,53
1818,80
36741,35
73898,18
73898,10752
43039,35
43039,10749
17938,878
2134,53
2134,12
2134,14
2134,878
2134,10749
31589,80
31589,18
31589,53
27419,18
11878,18
11878,53
20139,18
27717,878
164,35
164,10749
164,18
18993,12
18993,878
28699,80
28699,53
12230,12
12230,16
12230,35
12230,10751
16638,28
16638,18
16638,36
16638,10749
16638,10752
11536,37
11536,18
11536,10749
990,18
990,10749
430,35
1725,80
1725,18
1725,10749
22727,27
22727,878
18228,35
18228,10402
33710,10749
33710,18
33710,10402
28569,18
28569,10749
25062,18
19186,35
19186,10751
29478,18
29478,10749
30126,12
30126,35
30126,18
30126,10751
30126,14
41050,18
41050,10749
39410,12
39410,878
39410,14
31522,35
31522,18
31522,10749
10911,10752
10911,12
10911,53
10911,28
28752,27
63892,18
63892,10749
12491,18
11602,18
16372,27
16372,9648
171898,18
40641,18
40641,10749
36362,18
36362,36
1628,18
1628,10749
31442,18
31442,10752
947,12
947,36
947,10752
10242,53
10242,18
10242,27
802,18
802,35
802,10749
595,18
21143,878
21143,27
982,53
982,18
3009,80
3009,18
3009,9648
13671,35
13671,10751
13671,10402
13671,10749
16093,27
16093,9648
499,18
33468,27
33468,878
39391,35
39391,18
39391,10402
48764,18
48764,36
76000,18
76000,10749
662,10749
662,878
48421,27
48421,9648
43001,18
12708,35
12708,10749
646,12
646,28
646,53
1162,18
686487,28
686487,878
686487,35
686487,12
686487,14
11385,12
11385,35
16103,18
45267,35
45267,10749
17185,18
10421,35
10421,18
26866,12
26866,35
26866,10749
26866,28
71767,35
60792,18
1626,18
9289,10752
9289,28
9289,18
5636,37
5636,12
256,10749
256,18
256,35
14537,28
14537,18
14537,36
5925,12
5925,18
5925,10752
2690,10749
936,35
936,80
27759,36
27759,10752
27759,18
81399,10749
81399,18
4808,35
4808,9648
4808,10749
9960,18
9960,12
9960,53
25504,18
25504,53
25504,9648
571,27
571,53
26484,35
26484,10402
19254,35
266,18
266,10749
25167,35
25167,10402
9078,16
9078,10751
9078,14
44065,99
11772,27
39222,27
37204,10402
37204,35
37204,10751
28503,27
28503,9648
28503,53
5769,35
5769,12
5769,36
5769,10749
657,28
657,53
657,12
32569,878
32569,53
32569,27
30204,35
30204,10749
11506,18
11506,10749
29056,35
29056,27
29056,14
120959,18
422,18
11712,18
11712,28
11712,35
4498,35
4498,18
35072,878
35072,28
35072,12
35072,14
43532,10402
43532,10749
42987,18
86764,18
86764,10749
29455,18
37969,12
37969,10751
136467,878
11576,28
11576,12
11576,35
8095,18
8095,36
8095,10749
3685,37
3685,12
935,35
935,10752
391,37
433,35
433,10751
433,14
13382,16
13382,10751
13382,10770
13382,12
201429,18
201429,10749
16672,18
16672,53
40618,35
34276,12
34276,878
44736,12
44736,18
11113,10402
11113,35
11113,10749
11113,18
704,35
704,10402
8073,80
8073,18
8073,35
42791,35
42791,18
42791,10749
42791,10752
14433,28
14433,18
14433,36
14433,10752
39113,35
39113,10402
39113,10749
39231,35
39231,10749
49687,18
49687,10749
49687,35
10299,27
10299,9648
10299,53
24192,18
96394,10752
96394,18
96394,36
3763,27
502,53
502,18
502,10752
2098,10402
2098,10749
2098,35
658,12
658,28
658,53
22543,80
22543,18
22543,53
22543,27
5967,18
5967,10749
21159,27
21159,878
114785,53
3482,10752
3482,53
15766,878
15766,28
15766,14
15766,53
5066,35
42797,35
26638,18
1682,18
1682,28
1682,878
506,53
506,9648
506,10749
506,18
1594,35
1594,9648
1594,80
66022,18
66022,9648
86666,18
86666,80
131344,18
42790,35
42790,18
49160,878
49160,12
49160,18
9547,37
9547,12
3686,37
3686,12
9347,12
9347,37
12553,12
12553,37
15121,18
15121,10751
15121,10402
15121,10749
39951,16
39951,878
39951,10751
19120,35
19120,18
19120,14
11481,18
11481,53
11481,27
42729,80
42729,18
42729,27
42729,9648
660,12
660,28
660,53
20723,10751
20723,35
20723,80
15247,53
8072,18
8072,878
8072,9648
938,37
10243,12
10243,18
11799,12
11799,35
11799,10749
11799,37
49683,18
49683,10402
49683,10749
24134,18
24134,10749
315,80
315,28
315,53
43644,18
907,18
907,10749
907,10752
1942,9648
1942,53
19545,878
19545,28
21930,28
21930,27
21930,878
3160,27
3160,878
138030,18
138030,10749
83356,27
148782,18
26685,35
33364,18
33364,10749
32323,35
19199,12
19199,37
7085,12
7085,37
9627,12
9627,37
19195,12
19195,37
19194,12
19194,37
3780,18
42744,35
42744,10749
797,18
17295,18
17295,10752
17295,36
429,37
46919,35
46919,18
15598,35
15598,18
15598,10749
86451,878
38606,35
2161,878
2161,12
1052,18
1052,9648
1052,53
37301,37
84278,18
396,18
3149,80
3149,27
3149,878
3149,37
1888,35
23728,28
23728,35
23728,12
23728,878
263640,18
263640,10770
1714,18
1714,878
5923,18
5923,10752
42719,35
42719,18
42719,10749
874,18
874,36
10772,28
10772,37
895,18
895,36
29070,27
23832,35
23832,12
3001,35
3001,80
3001,10749
5780,53
3115,878
3115,28
3115,14
28719,27
28719,14
28719,18
28856,14
28856,27
28856,12
28857,18
28857,14
28857,27
22899,14
22899,28
22899,878
95597,18
49397,37
3591,12
3591,14
29049,27
17102,27
45706,53
45706,80
45706,28
114333,18
114333,53
22293,27
41057,28
41057,10752
66953,35
66953,18
6644,37
9628,12
9628,37
9629,12
9629,37
9629,28
261653,14
903,28
903,18
903,80
9325,10751
9325,16
9325,12
37247,18
37247,10749
37247,35
25904,18
25904,36
475,80
475,18
667,28
667,53
667,12
32489,35
32489,10402
32489,10749
12208,12
12208,28
12208,35
42695,18
42692,18
42692,10749
42692,36
1654,28
1654,12
1654,10752
3055,18
3055,10749
649,18
649,10749
10633,80
10633,18
10633,9648
10633,53
18209,14
18209,35
18209,10749
5767,18
5767,10749
5767,35
11206,53
11206,27
42689,80
42689,18
42689,27
42689,9648
42689,53
3053,35
3053,27
5511,80
5511,53
4837,18
4837,10749
10227,35
74896,18
11047,10751
11047,16
11047,12
11047,35
61041,35
61041,18
1879,18
1879,10749
110479,35
18627,12
18627,10751
18627,878
42712,878
42712,27
52728,28
52728,12
52728,27
52728,878
17905,53
17905,80
17905,28
105584,18
105584,53
2433,10749
2433,35
2433,18
17887,35
17887,10749
4949,37
4949,10752
2984,35
2984,10749
74544,10749
74544,18
74544,80
41608,37
61943,37
61943,28
61943,27
52686,12
