,,Contestants,Total score,Romania,Ireland,Germany,Serbia,Albania,Turkey,Croatia,Poland,Bosnia and Herzegovina,Finland,Slovenia,Estonia,Russia,Portugal,Azerbaijan,Greece,Iceland,Denmark,France,Spain,Slovakia,Bulgaria,Ukraine,Latvia,Malta,Norway,Cyprus,Lithuania,Belarus,Switzerland,Belgium,United Kingdom,Netherlands,Israel,Macedonia,Moldova,Georgia,Sweden,Armenia,Italy,Austria,San Marino,Hungary,Montenegro,Australia,Czech Republic,Jury score,Televoting score,North Macedonia
euro_2014,15,Russia,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,3.0,6.0,8.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2014,16,Italy,33.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
euro_2014,17,Slovenia,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
euro_2014,18,Finland,72.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,4.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2014,19,Spain,74.0,5.0,6.0,1.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,4.0,0.0,5.0,0.0,4.0,0.0,8.0,2.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2014,20,Switzerland,64.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
euro_2014,21,Hungary,143.0,10.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,6.0,6.0,8.0,6.0,6.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,7.0,0.0,4.0,7.0,10.0,4.0,0.0,7.0,0.0,0.0,7.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
euro_2014,22,Malta,32.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2014,23,Denmark,74.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2014,24,Netherlands,238.0,3.0,10.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,8.0,10.0,12.0,3.0,10.0,0.0,8.0,12.0,10.0,8.0,7.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,12.0,2.0,10.0,8.0,8.0,0.0,0.0,7.0,0.0,0.0,10.0,4.0,4.0,10.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2014,25,San Marino,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2014,26,United Kingdom,40.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2015,1,Slovenia,39.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
euro_2015,2,France,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2015,3,Israel,97.0,1.0,0.0,5.0,6.0,5.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,7.0,7.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,6.0,0.0,2.0,3.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,8.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
euro_2015,4,Estonia,106.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,7.0,1.0,4.0,0.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,6.0,3.0,3.0,2.0,8.0,7.0,0.0,2.0,0.0,4.0,3.0,2.0,0.0,2.0,3.0,0.0,2.0,6.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0
euro_2015,5,United Kingdom,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2015,6,Armenia,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
euro_2015,7,Lithuania,30.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2015,8,Serbia,53.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,12.0,5.0,3.0,0.0,0.0,0.0
euro_2015,9,Norway,102.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,4.0,4.0,0.0,6.0,0.0,0.0,10.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,4.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
euro_2015,10,Sweden,365.0,8.0,10.0,10.0,8.0,7.0,0.0,0.0,12.0,0.0,12.0,12.0,10.0,8.0,8.0,6.0,4.0,12.0,12.0,8.0,8.0,0.0,0.0,0.0,12.0,10.0,12.0,10.0,10.0,10.0,12.0,12.0,12.0,10.0,10.0,5.0,8.0,7.0,0.0,7.0,12.0,7.0,7.0,10.0,5.0,12.0,10.0,0.0,0.0,0.0
euro_2015,11,Cyprus,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2015,12,Australia,196.0,2.0,5.0,7.0,3.0,3.0,0.0,0.0,8.0,0.0,5.0,2.0,5.0,4.0,0.0,0.0,5.0,8.0,8.0,2.0,7.0,0.0,0.0,0.0,5.0,6.0,10.0,4.0,3.0,6.0,8.0,4.0,10.0,8.0,7.0,0.0,4.0,0.0,12.0,1.0,6.0,12.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2015,13,Belgium,217.0,7.0,2.0,8.0,4.0,1.0,0.0,0.0,5.0,0.0,7.0,3.0,7.0,10.0,5.0,0.0,7.0,4.0,7.0,12.0,6.0,0.0,0.0,0.0,4.0,0.0,7.0,7.0,7.0,8.0,2.0,0.0,3.0,12.0,4.0,1.0,6.0,6.0,10.0,4.0,7.0,5.0,5.0,12.0,0.0,6.0,6.0,0.0,0.0,0.0
euro_2015,14,Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2015,15,Greece,23.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2015,16,Montenegro,44.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2015,17,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2015,18,Poland,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2015,19,Latvia,186.0,5.0,12.0,6.0,1.0,0.0,0.0,0.0,10.0,0.0,6.0,7.0,6.0,2.0,2.0,5.0,3.0,7.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,4.0,8.0,3.0,12.0,5.0,4.0,7.0,7.0,2.0,0.0,0.0,2.0,4.0,5.0,2.0,4.0,1.0,12.0,5.0,0.0,7.0,5.0,0.0,0.0,0.0
euro_2015,20,Romania,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2015,21,Spain,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
euro_2015,22,Hungary,19.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
euro_2015,23,Georgia,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0
euro_2015,24,Azerbaijan,49.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0
euro_2015,25,Russia,303.0,10.0,8.0,12.0,10.0,8.0,0.0,0.0,6.0,0.0,8.0,5.0,12.0,0.0,10.0,12.0,8.0,3.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,7.0,2.0,5.0,0.0,12.0,7.0,10.0,6.0,6.0,8.0,6.0,10.0,5.0,6.0,12.0,10.0,8.0,0.0,6.0,7.0,10.0,8.0,0.0,0.0,0.0
euro_2015,26,Albania,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
euro_2015,27,Italy,292.0,12.0,6.0,3.0,7.0,12.0,0.0,0.0,7.0,0.0,2.0,8.0,3.0,12.0,12.0,8.0,12.0,6.0,5.0,6.0,12.0,0.0,0.0,0.0,8.0,12.0,5.0,12.0,1.0,1.0,6.0,8.0,8.0,7.0,12.0,7.0,7.0,8.0,8.0,6.0,0.0,10.0,10.0,2.0,6.0,8.0,7.0,0.0,0.0,0.0
euro_2016,1,Belgium,181.0,0.0,12.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,4.0,0.0,0.0,10.0,10.0,0.0,0.0,7.0,0.0,5.0,4.0,10.0,0.0,0.0,16.0,7.0,8.0,0.0,10.0,0.0,4.0,0.0,5.0,0.0,0.0,3.0,24.0,2.0,130.0,51.0,0.0
euro_2016,2,Czech Republic,41.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,41.0,0.0,0.0
euro_2016,3,Netherlands,153.0,0.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,6.0,0.0,0.0,0.0,0.0,18.0,14.0,7.0,3.0,0.0,2.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,4.0,6.0,4.0,8.0,0.0,3.0,7.0,114.0,39.0,0.0
euro_2016,4,Azerbaijan,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,17.0,3.0,6.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,1.0,2.0,1.0,8.0,7.0,10.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,6.0,44.0,73.0,0.0
euro_2016,5,Hungary,108.0,0.0,0.0,0.0,10.0,2.0,0.0,8.0,6.0,1.0,0.0,3.0,0.0,1.0,0.0,11.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,5.0,0.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,10.0,0.0,13.0,52.0,56.0,0.0
euro_2016,6,Italy,124.0,0.0,6.0,4.0,0.0,18.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,15.0,12.0,3.0,0.0,0.0,9.0,10.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,90.0,34.0,0.0
euro_2016,7,Israel,135.0,0.0,4.0,12.0,7.0,3.0,0.0,7.0,7.0,0.0,7.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,6.0,2.0,1.0,3.0,5.0,6.0,0.0,8.0,2.0,3.0,7.0,0.0,5.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,124.0,11.0,0.0
euro_2016,8,Bulgaria,307.0,0.0,15.0,4.0,12.0,12.0,0.0,1.0,6.0,5.0,4.0,12.0,0.0,0.0,0.0,16.0,7.0,0.0,6.0,15.0,12.0,0.0,0.0,3.0,2.0,18.0,13.0,12.0,2.0,5.0,1.0,11.0,13.0,1.0,14.0,20.0,2.0,3.0,4.0,7.0,7.0,5.0,3.0,4.0,7.0,18.0,5.0,127.0,180.0,0.0
euro_2016,9,Sweden,261.0,0.0,7.0,18.0,1.0,3.0,0.0,7.0,10.0,0.0,22.0,5.0,22.0,2.0,0.0,0.0,0.0,18.0,16.0,7.0,1.0,0.0,3.0,5.0,15.0,0.0,7.0,1.0,7.0,10.0,0.0,1.0,1.0,12.0,0.0,0.0,6.0,6.0,0.0,2.0,2.0,15.0,4.0,11.0,0.0,0.0,14.0,122.0,139.0,0.0
euro_2016,10,Germany,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0
euro_2016,11,France,257.0,0.0,3.0,0.0,0.0,10.0,0.0,10.0,1.0,11.0,4.0,0.0,3.0,10.0,0.0,4.0,10.0,7.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,8.0,1.0,13.0,4.0,0.0,3.0,16.0,6.0,9.0,20.0,0.0,6.0,4.0,11.0,19.0,12.0,8.0,0.0,1.0,6.0,13.0,5.0,148.0,109.0,0.0
euro_2016,12,Poland,229.0,0.0,10.0,10.0,0.0,5.0,0.0,4.0,0.0,0.0,5.0,4.0,1.0,5.0,0.0,5.0,3.0,10.0,5.0,7.0,5.0,0.0,6.0,8.0,5.0,0.0,11.0,2.0,9.0,6.0,5.0,12.0,10.0,10.0,4.0,2.0,0.0,4.0,10.0,1.0,10.0,12.0,7.0,8.0,1.0,0.0,7.0,7.0,222.0,0.0
euro_2016,13,Australia,511.0,0.0,6.0,11.0,12.0,24.0,0.0,17.0,17.0,13.0,15.0,9.0,14.0,6.0,0.0,9.0,12.0,18.0,20.0,6.0,12.0,0.0,13.0,9.0,11.0,15.0,18.0,15.0,17.0,7.0,13.0,16.0,14.0,17.0,15.0,11.0,15.0,9.0,24.0,5.0,6.0,15.0,5.0,15.0,4.0,0.0,1.0,320.0,191.0,0.0
euro_2016,14,Cyprus,96.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,11.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,7.0,0.0,5.0,5.0,0.0,0.0,0.0,43.0,53.0,0.0
euro_2016,15,Serbia,115.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,20.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,18.0,0.0,0.0,35.0,80.0,0.0
euro_2016,16,Lithuania,200.0,0.0,12.0,1.0,8.0,4.0,0.0,0.0,2.0,0.0,6.0,0.0,10.0,0.0,0.0,5.0,0.0,4.0,11.0,0.0,0.0,0.0,1.0,15.0,18.0,0.0,14.0,3.0,0.0,10.0,7.0,0.0,16.0,0.0,1.0,0.0,7.0,10.0,8.0,0.0,2.0,1.0,8.0,3.0,2.0,8.0,3.0,104.0,96.0,0.0
euro_2016,17,Croatia,73.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,11.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,8.0,40.0,33.0,0.0
euro_2016,18,Russia,491.0,0.0,8.0,12.0,13.0,14.0,0.0,14.0,8.0,11.0,8.0,10.0,12.0,0.0,0.0,24.0,22.0,15.0,4.0,7.0,12.0,0.0,18.0,12.0,19.0,14.0,6.0,22.0,8.0,24.0,6.0,6.0,7.0,3.0,10.0,8.0,19.0,8.0,14.0,14.0,8.0,11.0,17.0,10.0,18.0,5.0,10.0,130.0,361.0,0.0
euro_2016,19,Spain,77.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,8.0,0.0,2.0,3.0,12.0,0.0,0.0,5.0,0.0,7.0,0.0,67.0,10.0,0.0
euro_2016,20,Latvia,132.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,7.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,19.0,5.0,3.0,0.0,3.0,0.0,5.0,3.0,1.0,13.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,1.0,69.0,63.0,0.0
euro_2016,21,Ukraine,534.0,0.0,4.0,13.0,19.0,6.0,0.0,10.0,24.0,19.0,12.0,19.0,15.0,10.0,0.0,20.0,8.0,0.0,15.0,10.0,7.0,0.0,10.0,0.0,22.0,4.0,8.0,7.0,18.0,17.0,10.0,5.0,15.0,10.0,20.0,18.0,22.0,22.0,7.0,10.0,22.0,10.0,24.0,12.0,8.0,10.0,12.0,211.0,323.0,0.0
euro_2016,22,Malta,153.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,8.0,0.0,11.0,4.0,4.0,0.0,4.0,6.0,0.0,7.0,0.0,4.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,13.0,5.0,10.0,3.0,10.0,12.0,6.0,6.0,137.0,16.0,0.0
euro_2016,23,Georgia,104.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,80.0,24.0,0.0
euro_2016,24,Austria,151.0,0.0,1.0,7.0,0.0,0.0,0.0,6.0,4.0,5.0,10.0,6.0,6.0,8.0,0.0,0.0,1.0,3.0,1.0,16.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,14.0,8.0,0.0,14.0,3.0,0.0,4.0,0.0,5.0,4.0,0.0,0.0,1.0,6.0,0.0,3.0,4.0,31.0,120.0,0.0
euro_2016,25,United Kingdom,62.0,0.0,10.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,4.0,54.0,8.0,0.0
