,,Contestants,Total score,Romania,Ireland,Germany,Serbia,Albania,Turkey,Croatia,Poland,Bosnia and Herzegovina,Finland,Slovenia,Estonia,Russia,Portugal,Azerbaijan,Greece,Iceland,Denmark,France,Spain,Slovakia,Bulgaria,Ukraine,Latvia,Malta,Norway,Cyprus,Lithuania,Belarus,Switzerland,Belgium,United Kingdom,Netherlands,Israel,Macedonia,Moldova,Georgia,Sweden,Armenia,Italy,Austria,San Marino,Hungary,Montenegro,Australia,Czech Republic,Jury score,Televoting score,North Macedonia
euro_2012,2,Albania,146.0,1.0,0.0,6.0,1.0,0.0,5.0,5.0,0.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,12.0,0.0,3.0,1.0,0.0,12.0,8.0,12.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0
euro_2012,3,Lithuania,70.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,4.0,4.0,6.0,0.0,0.0,8.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
euro_2012,4,Bosnia and Herzegovina,55.0,0.0,0.0,0.0,5.0,0.0,10.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
euro_2012,5,Russia,259.0,4.0,6.0,7.0,7.0,3.0,7.0,6.0,0.0,3.0,8.0,8.0,8.0,0.0,8.0,10.0,4.0,7.0,8.0,4.0,8.0,3.0,6.0,10.0,10.0,3.0,8.0,5.0,6.0,12.0,0.0,8.0,3.0,4.0,7.0,4.0,6.0,5.0,7.0,0.0,10.0,5.0,10.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0
euro_2012,6,Iceland,46.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2012,7,Cyprus,65.0,2.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,12.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2012,8,France,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2012,9,Italy,101.0,0.0,2.0,2.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,5.0,7.0,0.0,2.0,0.0,3.0,0.0,3.0,1.0,1.0,5.0,0.0,4.0,0.0,10.0,4.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
euro_2012,10,Estonia,120.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,7.0,0.0,0.0,10.0,0.0,10.0,6.0,10.0,0.0,1.0,8.0,0.0,7.0,0.0,8.0,4.0,0.0,0.0,4.0,7.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2012,11,Norway,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2012,12,Azerbaijan,150.0,0.0,1.0,0.0,3.0,4.0,12.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,10.0,12.0,0.0,12.0,0.0,8.0,12.0,7.0,0.0,0.0,2.0,0.0,8.0,2.0,10.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
euro_2012,13,Romania,71.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,7.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2012,14,Denmark,21.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2012,15,Greece,64.0,8.0,0.0,1.0,4.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2012,16,Sweden,372.0,10.0,12.0,12.0,10.0,5.0,6.0,7.0,0.0,8.0,12.0,10.0,12.0,12.0,3.0,7.0,6.0,12.0,12.0,12.0,12.0,12.0,8.0,6.0,12.0,6.0,12.0,10.0,10.0,6.0,7.0,12.0,12.0,12.0,12.0,6.0,7.0,8.0,0.0,0.0,0.0,12.0,3.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0
euro_2012,17,Turkey,112.0,3.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,5.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,3.0,7.0,1.0,8.0,1.0,8.0,0.0,7.0,6.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2012,18,Spain,97.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,0.0,12.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,6.0,8.0,6.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2012,19,Germany,110.0,0.0,10.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,7.0,3.0,0.0,0.0,0.0,7.0,2.0,3.0,0.0,3.0,0.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2012,20,Malta,41.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2012,21,Macedonia,71.0,0.0,0.0,0.0,12.0,8.0,8.0,8.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
euro_2012,22,Ireland,46.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2012,23,Serbia,214.0,5.0,0.0,10.0,0.0,1.0,0.0,12.0,0.0,10.0,2.0,12.0,0.0,4.0,5.0,0.0,8.0,3.0,0.0,8.0,0.0,7.0,12.0,2.0,0.0,5.0,10.0,7.0,5.0,0.0,10.0,5.0,0.0,10.0,0.0,10.0,3.0,0.0,10.0,0.0,6.0,10.0,6.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0
euro_2012,24,Ukraine,65.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2012,25,Moldova,81.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,6.0,0.0,2.0,0.0,7.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
euro_2013,0,France,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2013,1,Lithuania,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2013,2,Moldova,71.0,12.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
euro_2013,3,Finland,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2013,4,Spain,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2013,5,Belgium,71.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2013,6,Estonia,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2013,7,Belarus,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
euro_2013,8,Malta,120.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,3.0,5.0,4.0,2.0,1.0,0.0,0.0,2.0,5.0,0.0,10.0,3.0,0.0,7.0,0.0,0.0,7.0,8.0,0.0,3.0,0.0,3.0,0.0,6.0,10.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2013,9,Russia,174.0,0.0,10.0,2.0,8.0,0.0,0.0,6.0,0.0,0.0,2.0,10.0,12.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,6.0,0.0,5.0,4.0,12.0,0.0,0.0,5.0,7.0,8.0,0.0,4.0,10.0,4.0,7.0,6.0,7.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
euro_2013,10,Germany,18.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2013,11,Armenia,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2013,12,Netherlands,114.0,2.0,6.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,8.0,7.0,7.0,3.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,4.0,12.0,6.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2013,13,Romania,65.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
euro_2013,14,United Kingdom,23.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2013,15,Sweden,62.0,0.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2013,16,Hungary,84.0,0.0,0.0,12.0,2.0,8.0,0.0,4.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2013,17,Denmark,281.0,6.0,12.0,10.0,12.0,1.0,0.0,10.0,0.0,0.0,7.0,12.0,8.0,4.0,0.0,5.0,7.0,12.0,0.0,12.0,8.0,0.0,2.0,5.0,6.0,6.0,7.0,7.0,2.0,1.0,3.0,10.0,12.0,10.0,8.0,12.0,6.0,7.0,10.0,4.0,12.0,5.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
euro_2013,18,Iceland,47.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2013,19,Azerbaijan,234.0,10.0,2.0,4.0,5.0,7.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,12.0,7.0,0.0,8.0,7.0,0.0,12.0,10.0,3.0,12.0,0.0,8.0,12.0,10.0,6.0,5.0,0.0,2.0,12.0,0.0,8.0,12.0,0.0,0.0,0.0,12.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0
euro_2013,20,Greece,152.0,7.0,0.0,6.0,0.0,10.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,1.0,4.0,5.0,12.0,0.0,6.0,8.0,2.0,8.0,1.0,2.0,4.0,0.0,0.0,0.0,8.0,7.0,7.0,12.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
euro_2013,21,Ukraine,214.0,4.0,8.0,0.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,12.0,8.0,3.0,3.0,0.0,10.0,0.0,10.0,0.0,7.0,10.0,1.0,10.0,10.0,12.0,0.0,8.0,5.0,5.0,10.0,0.0,12.0,8.0,0.0,12.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2013,22,Italy,126.0,1.0,0.0,0.0,4.0,12.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,1.0,0.0,10.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
euro_2013,23,Norway,191.0,8.0,0.0,7.0,7.0,2.0,0.0,3.0,0.0,0.0,12.0,5.0,3.0,7.0,0.0,2.0,4.0,10.0,12.0,0.0,5.0,0.0,1.0,3.0,8.0,3.0,0.0,4.0,6.0,3.0,7.0,7.0,0.0,6.0,6.0,8.0,2.0,4.0,12.0,3.0,8.0,0.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
euro_2013,24,Georgia,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
euro_2013,25,Ireland,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2014,1,Ukraine,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,8.0,7.0,0.0,10.0,5.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,0.0,0.0,5.0,0.0,10.0,6.0,0.0,0.0,10.0,5.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0
euro_2014,2,Belarus,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
euro_2014,3,Azerbaijan,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2014,4,Iceland,58.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2014,5,Norway,88.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,5.0,3.0,0.0,3.0,0.0,3.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,8.0,4.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2014,6,Romania,72.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,8.0,4.0,12.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2014,7,Armenia,174.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,5.0,8.0,4.0,0.0,7.0,2.0,2.0,12.0,4.0,0.0,0.0,10.0,10.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.0,6.0,8.0,3.0,12.0,5.0,0.0,0.0,12.0,6.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0
euro_2014,8,Montenegro,37.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2014,9,Poland,62.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,8.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
euro_2014,10,Greece,35.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2014,11,Austria,290.0,8.0,12.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,12.0,4.0,5.0,12.0,1.0,12.0,10.0,8.0,10.0,12.0,0.0,0.0,8.0,6.0,10.0,10.0,0.0,10.0,0.0,12.0,12.0,12.0,12.0,12.0,3.0,7.0,10.0,12.0,0.0,12.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
euro_2014,12,Germany,39.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
euro_2014,13,Sweden,218.0,12.0,4.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,10.0,8.0,10.0,2.0,8.0,0.0,2.0,7.0,12.0,4.0,10.0,0.0,0.0,12.0,8.0,7.0,8.0,0.0,7.0,0.0,6.0,10.0,7.0,8.0,10.0,0.0,6.0,2.0,0.0,0.0,0.0,6.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0
euro_2014,14,France,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
